id,clientOrderId,side,price,size,filledSize,status,isPaperTrade,exchangeOrderId,createdAt,updatedAt
efacef09-d16e-45ac-a150-07f65dfb3c8a,pm-1771169869039-b7bfa738,SELL,0.6507,5,5,FILLED,PAPER,,2026-02-15T15:38:01.550Z,2026-02-15T15:38:10.139Z
68f6d997-fc02-406e-941d-77cdef980ccb,pm-1771169856840-5a568f32,BUY,0.55,5,5,FILLED,PAPER,,2026-02-15T15:37:37.150Z,2026-02-15T15:37:41.139Z
0bde848c-131e-4288-b04b-e64971a80757,pm-1771169838339-574c246b,BUY,0.61,5,5,FILLED,PAPER,,2026-02-15T15:37:22.550Z,2026-02-15T15:37:37.740Z
d4594ed9-ae01-48a3-add3-1a9dfa6a9374,pm-1771169789439-cdc572c5,SELL,0.4648,5,5,FILLED,PAPER,,2026-02-15T15:36:29.849Z,2026-02-15T15:36:37.340Z
6c70ae53-8aa7-4474-bc8a-b948020d4289,pm-1771169771639-92a10b1f,SELL,0.4703,5,5,FILLED,PAPER,,2026-02-15T15:36:11.949Z,2026-02-15T15:36:25.940Z
f1b9e91f-407a-418b-8aab-0ab61459094d,pm-1771169763140-0e36ae93,BUY,0.42,5,5,FILLED,PAPER,,2026-02-15T15:36:04.050Z,2026-02-15T15:36:19.340Z
576c477e-fd94-4cae-96b2-55104251b2ae,pm-1771169753640-1dca0387,BUY,0.43,5,5,FILLED,PAPER,,2026-02-15T15:35:54.450Z,2026-02-15T15:36:01.540Z
1b62941d-032f-4cf4-8f26-0999ef6f0750,pm-1771169752440-f5721485,SELL,0.4497,5,5,FILLED,PAPER,,2026-02-15T15:35:52.652Z,2026-02-15T15:35:55.639Z
5d96e6ca-c0f6-4b66-9dfd-e6a81799283e,pm-1771169738845-8040d809,BUY,0.41,5,5,FILLED,PAPER,,2026-02-15T15:35:38.876Z,2026-02-15T15:35:47.340Z
38c8b810-7824-43fe-ab05-a18323e286da,pm-1771169724683-7dae0082,SELL,0.4306,5,5,FILLED,PAPER,,2026-02-15T15:35:24.749Z,2026-02-15T15:35:28.928Z
96293100-259a-4854-9db4-d1e8a727f596,pm-1771169722227-55c12be0,BUY,0.39,5,5,FILLED,PAPER,,2026-02-15T15:35:22.264Z,2026-02-15T15:35:24.409Z
67dfe173-1699-41c5-9206-a0b8a9968e47,pm-1771169719812-c36b2e04,SELL,0.5603,5,5,FILLED,PAPER,,2026-02-15T15:35:19.842Z,2026-02-15T15:35:21.940Z
f72dfa48-9bdb-4297-9b68-4b90ed5bba43,pm-1771169709250-8ea3bc11,BUY,0.52,5,5,FILLED,PAPER,,2026-02-15T15:35:09.279Z,2026-02-15T15:35:19.535Z
94a642cb-9f12-4e90-b13d-743950a1010c,pm-1771169588440-9810a83e,SELL,0.8992,5,5,FILLED,PAPER,,2026-02-15T15:33:08.849Z,2026-02-15T15:33:18.540Z
948947c4-1a3c-4562-85d4-a63808564387,pm-1771169586739-21570d70,SELL,0.08,2.5,2.5,FILLED,PAPER,,2026-02-15T15:33:08.449Z,2026-02-15T15:33:21.425Z
57635d2c-fc6b-4afc-aea7-0b39ddc948fe,pm-1771169578712-e3f49250,BUY,0.86,5,5,FILLED,PAPER,,2026-02-15T15:32:58.744Z,2026-02-15T15:33:02.340Z
fb61e3d3-a4d2-48cc-b92f-4e41e7d1be79,pm-1771169549599-e7d4b976,SELL,0.2509,5,5,FILLED,PAPER,,2026-02-15T15:32:29.632Z,2026-02-15T15:32:30.808Z
6c651c96-51d8-434b-beb1-65180f4b8c3b,pm-1771169546302-6c3546cb,BUY,0.21,5,5,FILLED,PAPER,,2026-02-15T15:32:26.335Z,2026-02-15T15:32:27.727Z
08bf2b7c-02f4-4ae0-880c-6f046f668641,pm-1771169540085-91f5662d,SELL,0.7803,5,5,FILLED,PAPER,,2026-02-15T15:32:20.117Z,2026-02-15T15:32:22.139Z
7d9711f3-a094-466a-9d78-5db83bb0e685,pm-1771169535958-f35af778,BUY,0.74,5,5,FILLED,PAPER,,2026-02-15T15:32:16.049Z,2026-02-15T15:32:19.039Z
bc00868c-bfea-42df-b388-181f2f4ed471,pm-1771169513220-3d6efc38,SELL,0.7892,5,5,FILLED,PAPER,,2026-02-15T15:31:53.252Z,2026-02-15T15:32:00.740Z
3cb60050-d716-4795-8a1f-af4e8ddd5bc8,pm-1771169506164-923bfa99,BUY,0.75,5,5,FILLED,PAPER,,2026-02-15T15:31:46.196Z,2026-02-15T15:31:52.940Z
819b5311-f832-4ee4-afe1-1722b727333f,pm-1771169413839-8fa8db0b,SELL,0.4702,5,5,FILLED,PAPER,,2026-02-15T15:30:14.070Z,2026-02-15T15:30:16.555Z
158fabf7-62fb-476a-b2ec-d1f8725d0bc7,pm-1771169407739-42b99962,BUY,0.43,5,5,FILLED,PAPER,,2026-02-15T15:30:07.949Z,2026-02-15T15:30:13.556Z
a87cf201-8094-4a12-ac4b-73de60585b30,pm-1771169271480-8f33419d,SELL,0.65,5,5,FILLED,PAPER,,2026-02-15T15:27:51.548Z,2026-02-15T15:27:52.639Z
3183b93c-4c6a-41ca-ad73-22b9ffadf194,pm-1771169267339-1893716c,BUY,0.61,5,5,FILLED,PAPER,,2026-02-15T15:27:47.650Z,2026-02-15T15:27:49.739Z
b20d6240-a37c-475b-a4b8-3fdbd08a9c04,pm-1771169262039-98786abc,SELL,0.5909,5,5,FILLED,PAPER,,2026-02-15T15:27:42.149Z,2026-02-15T15:27:43.639Z
83f46e48-61f3-4ec3-98cd-ca59c983a81d,pm-1771169257739-0522fa1f,BUY,0.55,5,5,FILLED,PAPER,,2026-02-15T15:27:37.949Z,2026-02-15T15:27:40.839Z
48d6f289-24a4-44c9-aea4-1619d84eb856,pm-1771169183140-95267583,SELL,0.6095,5,5,FILLED,PAPER,,2026-02-15T15:26:23.550Z,2026-02-15T15:26:25.439Z
6f20766a-b168-4632-8a15-293de586bda6,pm-1771169172240-583326bf,BUY,0.57,5,5,FILLED,PAPER,,2026-02-15T15:26:13.449Z,2026-02-15T15:26:17.341Z
5f2a83b4-d840-4378-afc6-36f340269a72,pm-1771168972482-3fef0a0a,SELL,0.5693,5,5,FILLED,PAPER,,2026-02-15T15:22:52.515Z,2026-02-15T15:22:58.323Z
8dd94ef9-dd59-4753-90c3-75fba952bd58,pm-1771168969119-dcb09f04,BUY,0.53,5,5,FILLED,PAPER,,2026-02-15T15:22:49.152Z,2026-02-15T15:22:52.091Z
f222c6a6-7d2b-4df9-8a42-914481a8bbcb,pm-1771168966094-64f6b294,SELL,0.5795,5,5,FILLED,PAPER,,2026-02-15T15:22:46.127Z,2026-02-15T15:22:48.872Z
5eccd417-06ce-47b5-974c-810309d67dc9,pm-1771168962720-de3a1431,BUY,0.54,5,5,FILLED,PAPER,,2026-02-15T15:22:42.753Z,2026-02-15T15:22:45.799Z
a522b42c-9c91-4534-9b0e-b4803c682375,pm-1771168954926-f2030c9b,SELL,0.5693,5,5,FILLED,PAPER,,2026-02-15T15:22:34.962Z,2026-02-15T15:22:36.453Z
191a7efe-e1b1-42da-b024-e4d55e76a295,pm-1771168947098-5dea5185,BUY,0.53,5,5,FILLED,PAPER,,2026-02-15T15:22:27.132Z,2026-02-15T15:22:33.330Z
